=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-7-8_22-45-2
====================================================================================
22:45:2 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7420.058105, 241.179901, 5965.923828>)
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7407.708984, 243.277084, 5966.459473>)
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7198.207031, 277.602112, 5973.401855>)
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6361.913086, 487.447327, 6000.867188>)
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6381.317383, 562.670044, 6000.134766>)
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6402.985352, 628.188049, 5999.597656>)
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6428.430176, 695.562622, 5996.055176>)
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6452.562500, 751.470703, 5991.442383>)
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6479.787109, 805.777466, 5987.163086>)
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6510.004883, 858.308411, 5983.315918>)
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6550.854492, 916.800537, 5979.757813>)
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6585.689453, 959.513733, 5977.613281>)
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6622.631348, 1000.428711, 5975.905273>)
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6656.606445, 1034.668823, 5974.819824>)
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6568.199707, 1104.610840, 5977.471680>)
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6293.456543, 1232.282227, 5985.676270>)
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<5911.060547, 1408.237427, 5998.162109>)
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<5977.577637, 1908.636963, 5980.260254>)
23:6:34 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6072.257813, 2088.031738, 5973.876465>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6075.084961, 2089.448730, 5973.864258>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<5958.472168, 2143.892578, 5977.551270>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<5682.455566, 2271.417969, 5986.247559>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<5445.869141, 2380.724609, 5993.700684>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<5551.975098, 2956.432861, 5974.446777>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<5579.521484, 3073.060791, 5970.346191>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<5579.496094, 3073.049316, 5970.351074>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<5579.521973, 3073.063477, 5970.325684>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<5556.842773, 3083.797363, 5970.997070>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<5463.257813, 3127.812012, 5973.975586>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<5334.601074, 3188.343018, 5978.057129>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<5229.354980, 3237.877686, 5981.384766>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<5147.193359, 3474.105469, 5979.363770>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<5095.087891, 3740.659424, 5975.353027>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<5040.608398, 3966.395264, 5972.526855>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<5014.157227, 4011.398438, 5972.819824>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<4981.846191, 4066.400635, 5973.165527>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<4961.295410, 4101.400879, 5973.378906>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<4840.109863, 4197.315430, 5979.701172>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<4722.016113, 4288.041504, 5986.157227>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<4592.866211, 4387.392090, 5993.409668>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<4461.339355, 4576.244629, 6011.557129>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<4326.053711, 4796.895996, 6035.862305>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<4280.073242, 4828.653809, 6050.389648>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<4258.104492, 4807.061523, 6062.459473>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<4242.892090, 4791.233398, 6071.242188>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<4225.179199, 4771.805664, 6081.946777>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<4202.500000, 4745.187988, 6096.484375>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<4160.693848, 4749.595703, 6108.175293>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<4075.739746, 4775.935547, 6127.158203>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<3992.215332, 4801.326660, 6146.361816>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<3921.786621, 4822.372070, 6162.968262>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<3852.453125, 4842.785645, 6179.681152>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<3748.603760, 4927.616211, 6203.296875>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<3678.383301, 5018.719238, 6218.105957>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<3572.725586, 5154.676758, 6240.437500>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<3466.707275, 5289.846191, 6262.909180>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<3384.625000, 5350.084961, 6292.355957>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<3317.961670, 5320.926270, 6336.138184>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<3253.854004, 5288.666504, 6377.189941>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<3147.027832, 5304.517090, 6415.953613>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<2976.077393, 5345.598633, 6468.767578>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<2778.216309, 5324.024414, 6538.888672>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<2751.967285, 5247.615234, 6555.886230>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<2492.696533, 5442.381348, 6625.575684>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<2340.921387, 5520.803223, 6669.960449>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<2187.285156, 5404.853516, 6744.265625>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<2069.187500, 5332.653320, 6793.512207>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<1890.549805, 5285.003418, 6847.289063>)
23:6:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<1628.370239, 5243.208008, 6927.421875>)
23:6:45 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<2351.687012, 4324.800781, 7653.923340>)
23:6:45 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<3072.824707, 3873.217041, 8380.499023>)
23:6:46 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<3798.311523, 3433.778809, 9106.827148>)
23:6:46 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<4536.272949, 3023.097900, 9832.049805>)
23:6:46 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<5274.277832, 2615.975342, 10557.254883>)
23:6:47 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6012.068359, 2200.385742, 11282.279297>)
23:6:47 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6749.896973, 1787.299927, 12007.324219>)
23:6:48 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7487.731445, 1373.510010, 12732.377930>)
23:6:58 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7797.436523, 674.566833, 11825.530273>)
23:6:59 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8085.916016, 1152.631470, 10876.990234>)
23:6:59 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8288.968750, 800.843811, 9853.477539>)
23:6:59 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8277.167969, 718.733826, 9881.548828>)
23:7:0 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8250.077148, 612.471008, 9927.297852>)
23:7:0 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8245.992188, 567.948669, 9950.960938>)
23:7:0 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8253.103516, 503.684021, 9992.852539>)
23:7:0 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8297.354492, 405.359192, 9672.981445>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8254.689453, 408.684845, 9627.435547>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8239.519531, 411.121399, 9614.428711>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8239.478516, 411.127533, 9614.416992>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8239.331055, 411.151489, 9614.348633>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8239.198242, 411.172821, 9614.288086>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8239.045898, 411.197174, 9614.220703>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8238.930664, 411.215118, 9614.181641>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8238.894531, 411.217499, 9614.236328>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8238.852539, 411.220367, 9614.297852>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8238.809570, 411.223236, 9614.356445>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8237.973633, 411.370148, 9613.732422>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8235.196289, 411.876038, 9611.462891>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8232.202148, 412.438202, 9609.004883>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8229.286133, 412.996155, 9606.598633>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8227.626953, 413.316193, 9605.262695>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8227.482422, 413.338959, 9605.243164>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8227.336914, 413.361694, 9605.222656>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8227.208984, 413.381561, 9605.204102>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8226.962891, 413.423981, 9605.098633>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8225.315430, 413.739899, 9603.812500>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8223.869141, 414.019653, 9602.682617>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8222.278320, 414.332367, 9601.439453>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8221.059570, 414.571747, 9600.488281>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8220.844727, 414.612213, 9600.346680>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8220.654297, 414.648346, 9600.221680>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8220.460938, 414.684906, 9600.095703>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8219.989258, 414.775299, 9599.769531>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8218.761719, 415.012634, 9598.902344>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8217.534180, 415.250092, 9598.032227>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8216.154297, 415.517151, 9597.055664>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8214.987305, 415.747772, 9596.236328>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8213.790039, 415.985870, 9595.416992>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8212.729492, 416.197021, 9594.690430>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8211.644531, 416.409576, 9593.942383>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8210.689453, 416.600861, 9593.296875>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8210.263672, 416.682495, 9593.079102>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8209.778320, 416.775848, 9592.831055>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8209.229492, 416.881012, 9592.549805>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8208.736328, 416.974915, 9592.297852>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8207.205078, 417.272705, 9591.389648>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8205.528320, 417.602875, 9590.396484>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8204.188477, 417.867065, 9589.601563>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8203.083984, 418.082520, 9588.960938>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8202.956055, 418.102753, 9588.958984>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8202.829102, 418.122986, 9588.958984>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8202.700195, 418.143311, 9588.958008>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8201.916016, 418.293732, 9588.542969>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8200.004883, 418.673492, 9587.438477>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8198.314453, 419.010468, 9586.459961>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8196.393555, 419.391113, 9585.344727>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8195.019531, 419.661865, 9584.565430>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8193.853516, 419.888336, 9583.932617>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8192.687500, 420.114716, 9583.298828>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8191.656738, 420.315735, 9582.739258>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8190.808594, 420.480927, 9582.294922>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8189.998047, 420.637848, 9581.883789>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8189.079102, 420.813354, 9581.418945>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8188.345215, 420.953674, 9581.046875>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8186.833008, 421.248535, 9580.201172>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8184.998535, 421.610321, 9579.163086>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8183.528809, 421.899902, 9578.332031>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8182.023926, 422.194702, 9577.481445>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8181.906250, 422.217133, 9577.416992>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8181.788574, 422.239410, 9577.352539>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8181.685059, 422.259186, 9577.295898>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8180.924316, 422.403625, 9576.888672>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8178.586426, 422.846985, 9575.636719>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8176.268555, 423.289001, 9574.397461>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8174.180664, 423.683777, 9573.280273>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8172.467285, 424.001801, 9572.352539>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8171.573242, 424.172546, 9571.849609>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8170.777344, 424.324493, 9571.403320>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8169.882324, 424.495331, 9570.900391>)
23:7:8 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8168.750488, 424.709869, 9570.286133>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8167.245605, 424.994568, 9569.479492>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8165.868652, 425.250336, 9568.741211>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8164.322266, 425.537872, 9567.913086>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8162.811035, 425.822174, 9567.071289>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8161.593262, 426.066040, 9566.382813>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8160.073242, 426.370789, 9565.523438>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8158.625488, 426.649872, 9564.706055>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8157.546875, 426.869568, 9564.064453>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8156.529297, 427.085052, 9563.458008>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8155.384277, 427.327545, 9562.776367>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8154.453125, 427.537018, 9562.223633>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8153.592285, 427.785370, 9561.395508>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8152.679688, 428.038849, 9560.570313>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8151.864746, 428.265472, 9559.865234>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8151.135742, 428.474548, 9559.193359>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8151.347168, 428.463409, 9559.016602>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8151.574219, 428.452576, 9558.817383>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8151.770020, 428.443970, 9558.642578>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8151.716309, 428.499481, 9558.291016>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8150.844727, 428.748688, 9557.495117>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8150.069336, 428.997681, 9556.863281>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8149.534668, 429.192352, 9556.506836>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8148.945801, 429.409088, 9556.103516>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8148.502441, 429.612122, 9555.600586>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8148.093750, 429.794769, 9555.157227>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8147.546875, 430.004700, 9554.565430>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8147.229004, 430.136292, 9554.078125>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8147.354004, 430.151459, 9553.712891>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8147.479492, 430.166443, 9553.346680>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8147.593262, 430.179657, 9553.017578>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8147.646484, 430.193176, 9552.801758>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8147.617676, 430.205292, 9552.756836>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8147.592285, 430.216095, 9552.715820>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8147.567871, 430.226837, 9552.673828>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8146.860840, 430.466003, 9551.870117>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8145.581543, 430.891510, 9550.418945>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8144.315918, 431.271667, 9548.937500>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8143.153320, 431.694092, 9547.656250>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8142.829590, 431.827667, 9547.018555>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8142.826660, 431.853363, 9546.681641>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8142.824707, 431.879089, 9546.342773>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8142.822754, 431.904816, 9546.005859>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8142.426758, 432.033997, 9545.426758>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8141.923340, 432.187561, 9544.835938>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8141.356934, 432.360291, 9544.169922>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8140.805176, 432.532776, 9543.526367>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8140.150879, 432.750824, 9542.644531>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8139.301758, 433.035736, 9541.479492>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8138.622559, 433.263672, 9540.546875>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8137.892578, 433.504303, 9539.545898>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8137.829590, 433.526276, 9539.456055>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8137.790039, 433.539551, 9539.401367>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8137.738770, 433.557159, 9539.330078>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8137.656738, 433.585358, 9539.211914>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8136.926270, 433.844849, 9538.121094>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8136.106934, 434.136688, 9536.896484>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8135.378906, 434.396118, 9535.807617>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8134.670898, 434.655151, 9534.750000>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8134.299316, 434.794647, 9534.239258>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8133.970215, 434.917755, 9533.789063>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8133.601074, 435.056274, 9533.284180>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8133.354492, 435.148621, 9532.947266>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8133.243652, 435.190704, 9532.787109>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8133.180664, 435.215210, 9532.692383>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8133.124023, 435.237000, 9532.607422>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8133.039063, 435.269989, 9532.481445>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8132.303223, 435.569763, 9531.375000>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8131.570801, 435.869507, 9530.273438>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8130.927246, 436.135803, 9529.305664>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8130.327148, 436.383636, 9528.407227>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8130.017090, 436.507507, 9527.981445>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8129.736328, 436.617706, 9527.593750>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8129.383789, 436.755432, 9527.107422>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8129.079590, 436.872620, 9526.708008>)
23:7:9 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<8128.823730, 436.967773, 9526.399414>)
